filtername,wave,filtwidth,date,detector,x,y,median,median_clipped,filename,observtn,visit,instrument,PHOTMJSR,sb_mjsr
F277W,2.762,0.683,2022-06-07T02:07:14.023Z,NRCALONG,2048,2048,0.19489516,0.19470164,jw02736001001_02101_00007_nrcalong_rate.fits,1,1,NIRCAM,,
F444W,4.408,1.029,2022-06-07T06:04:52.185Z,NRCBLONG,2048,2048,0.64119405,0.6387054,jw02736001001_02105_00004_nrcblong_rate.fits,1,1,NIRCAM,0.343,0.21992955915
F090W,0.902,0.194,2022-06-07T01:51:50.632Z,NRCA1,2048,2048,0.0602563321590423,0.060041744,jw02736001001_02101_00006_nrca1_rate.fits,1,1,NIRCAM,,
F356W,3.568,0.781,2022-06-07T03:58:21.601Z,NRCALONG,2048,2048,0.2544489204883575,0.25433666,jw02736001001_02103_00005_nrcalong_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T02:07:13.703Z,NRCB3,2048,2048,0.055143304169178,0.05475746,jw02736001001_02101_00007_nrcb3_rate.fits,1,1,NIRCAM,,
F356W,3.568,0.781,2022-06-07T04:44:31.710Z,NRCALONG,2048,2048,0.25248525,0.2524098,jw02736001001_02103_00008_nrcalong_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:21:03.914Z,NRCA2,2048,2048,0.053162873,0.053055435,jw02736001001_02101_00004_nrca2_rate.fits,1,1,NIRCAM,,
F277W,2.762,0.683,2022-06-07T02:38:00.485Z,NRCBLONG,2048,2048,0.23056203,0.22548032,jw02736001001_02101_00009_nrcblong_rate.fits,1,1,NIRCAM,0.399,0.09199424997000001
F277W,2.762,0.683,2022-06-07T01:21:03.658Z,NRCBLONG,2048,2048,0.2336915731430053,0.2281325,jw02736001001_02101_00004_nrcblong_rate.fits,1,1,NIRCAM,0.399,0.09324293768405911
F444W,4.408,1.029,2022-06-07T06:51:02.614Z,NRCALONG,2048,2048,0.6124082207679749,0.61475444,jw02736001001_02105_00007_nrcalong_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:42:58.210Z,NRCA4,2048,2048,0.0922737,0.091912664,jw02736001001_02103_00004_nrca4_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:27:34.818Z,NRCA4,2048,2048,0.095578924,0.09521273,jw02736001001_02103_00003_nrca4_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:59:54.717Z,NRCB4,2048,2048,0.10090333,0.099812925,jw02736001001_02103_00009_nrcb4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T02:38:00.421Z,NRCB2,2048,2048,0.057464283,0.05708926,jw02736001001_02101_00009_nrcb2_rate.fits,1,1,NIRCAM,,
F356W,3.568,0.781,2022-06-07T04:13:44.928Z,NRCALONG,2048,2048,0.252017080783844,0.2518539,jw02736001001_02103_00006_nrcalong_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:05:40.523Z,NRCA2,2048,2048,0.0590310543775558,0.05882904,jw02736001001_02101_00003_nrca2_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:51:02.295Z,NRCB4,2048,2048,0.0939301997423172,0.091933176,jw02736001001_02105_00007_nrcb4_rate.fits,1,1,NIRCAM,,
F444W,4.408,1.029,2022-06-07T06:04:52.505Z,NRCALONG,2048,2048,0.6122974,0.61447877,jw02736001001_02105_00004_nrcalong_rate.fits,1,1,NIRCAM,,
F277W,2.762,0.683,2022-06-07T02:07:13.767Z,NRCBLONG,2048,2048,0.2318285703659057,0.22681814,jw02736001001_02101_00007_nrcblong_rate.fits,1,1,NIRCAM,0.399,0.09249959957599638
F444W,4.408,1.029,2022-06-07T07:21:49.333Z,NRCALONG,2048,2048,0.61110365,0.6132723,jw02736001001_02105_00009_nrcalong_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T00:34:53.805Z,NRCA1,2048,2048,0.0611857883632183,0.060962256,jw02736001001_02101_00001_nrca1_rate.fits,1,1,NIRCAM,,
F356W,3.568,0.781,2022-06-07T04:44:31.390Z,NRCBLONG,2048,2048,0.2866992652416229,0.28286612,jw02736001001_02103_00008_nrcblong_rate.fits,1,1,NIRCAM,0.351,0.10063144209980963
F150W,1.501,0.318,2022-06-07T04:59:55.037Z,NRCA1,2048,2048,0.0805468708276748,0.08007142,jw02736001001_02103_00009_nrca1_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:12:00.739Z,NRCA3,2048,2048,0.08444355,0.084094994,jw02736001001_02103_00002_nrca3_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:20:15.832Z,NRCA2,2048,2048,0.07551814,0.075323075,jw02736001001_02105_00005_nrca2_rate.fits,1,1,NIRCAM,,
F356W,3.568,0.781,2022-06-07T03:58:21.281Z,NRCBLONG,2048,2048,0.28900537,0.28480378,jw02736001001_02103_00005_nrcblong_rate.fits,1,1,NIRCAM,0.351,0.10144088486999998
F150W,1.501,0.318,2022-06-07T04:44:31.326Z,NRCB3,2048,2048,0.0863860994577407,0.085497834,jw02736001001_02103_00008_nrcb3_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:27:34.498Z,NRCB1,2048,2048,0.08891329,0.08765637,jw02736001001_02103_00003_nrcb1_rate.fits,1,1,NIRCAM,2.301,0.20458948029000001
F090W,0.902,0.194,2022-06-07T00:34:53.548Z,NRCB4,2048,2048,0.0636186823248863,0.063134685,jw02736001001_02101_00001_nrcb4_rate.fits,1,1,NIRCAM,,
F444W,4.408,1.029,2022-06-07T06:51:02.295Z,NRCBLONG,2048,2048,0.6422410011291504,0.6399023,jw02736001001_02105_00007_nrcblong_rate.fits,1,1,NIRCAM,0.343,0.2202886633872986
F277W,2.762,0.683,2022-06-07T01:21:03.914Z,NRCALONG,2048,2048,0.1968478113412857,0.19656256,jw02736001001_02101_00004_nrcalong_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:35:38.903Z,NRCB3,2048,2048,0.083662815,0.082773164,jw02736001001_02105_00006_nrcb3_rate.fits,1,1,NIRCAM,,
F277W,2.762,0.683,2022-06-07T02:38:00.741Z,NRCALONG,2048,2048,0.19533734,0.19507423,jw02736001001_02101_00009_nrcalong_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T02:56:26.340Z,NRCB2,2048,2048,0.08345347,0.082719,jw02736001001_02103_00001_nrcb2_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:51:02.614Z,NRCA1,2048,2048,0.08039287,0.07984285,jw02736001001_02105_00007_nrca1_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:29:07.999Z,NRCB3,2048,2048,0.0833463296294212,0.0825756,jw02736001001_02103_00007_nrcb3_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:13:44.928Z,NRCA1,2048,2048,0.08920025,0.08879692,jw02736001001_02103_00006_nrca1_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T05:49:29.114Z,NRCA3,2048,2048,0.0822167620062828,0.08167838,jw02736001001_02105_00003_nrca3_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T07:06:25.942Z,NRCA1,2048,2048,0.08026675,0.07968679,jw02736001001_02105_00008_nrca1_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:42:58.210Z,NRCA2,2048,2048,0.0842754,0.0839466,jw02736001001_02103_00004_nrca2_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T05:33:54.715Z,NRCB1,2048,2048,0.084648885,0.08323995,jw02736001001_02105_00002_nrcb1_rate.fits,1,1,NIRCAM,2.1,0.1777626585
F200W,1.989,0.457,2022-06-07T07:21:49.013Z,NRCB3,2048,2048,0.0861759111285209,0.0846818,jw02736001001_02105_00009_nrcb3_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:21:03.914Z,NRCA4,2048,2048,0.06558769,0.06525367,jw02736001001_02101_00004_nrca4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:51:50.376Z,NRCB2,2048,2048,0.057249602,0.0568936,jw02736001001_02101_00006_nrcb2_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:13:44.672Z,NRCB4,2048,2048,0.0997372418642044,0.09849055,jw02736001001_02103_00006_nrcb4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:36:27.305Z,NRCA3,2048,2048,0.06303306,0.0628163,jw02736001001_02101_00005_nrca3_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:21:03.594Z,NRCB1,2048,2048,0.0572829507291317,0.056783188,jw02736001001_02101_00004_nrcb1_rate.fits,1,1,NIRCAM,3.603,0.20639047147706152
F200W,1.989,0.457,2022-06-07T05:33:55.035Z,NRCA4,2048,2048,0.0859435647726059,0.08546628,jw02736001001_02105_00002_nrca4_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T07:06:25.622Z,NRCB4,2048,2048,0.09336134,0.09159345,jw02736001001_02105_00008_nrcb4_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:35:38.903Z,NRCB4,2048,2048,0.09663897,0.09481982,jw02736001001_02105_00006_nrcb4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T00:34:53.548Z,NRCB3,2048,2048,0.0549485348165035,0.05457557,jw02736001001_02101_00001_nrcb3_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:12:00.739Z,NRCA4,2048,2048,0.0921612530946731,0.091749966,jw02736001001_02103_00002_nrca4_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:44:31.390Z,NRCB4,2048,2048,0.10080007,0.09961,jw02736001001_02103_00008_nrcb4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T02:22:37.094Z,NRCB2,2048,2048,0.0541858449578285,0.053854316,jw02736001001_02101_00008_nrcb2_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T00:50:17.196Z,NRCA2,2048,2048,0.0546805411577224,0.054513592,jw02736001001_02101_00002_nrca2_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:51:02.231Z,NRCB3,2048,2048,0.08095361,0.08002879,jw02736001001_02105_00007_nrcb3_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:35:39.223Z,NRCA1,2048,2048,0.081419766,0.08087647,jw02736001001_02105_00006_nrca1_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:27:34.818Z,NRCA3,2048,2048,0.08901227,0.08866265,jw02736001001_02103_00003_nrca3_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:44:31.646Z,NRCA1,2048,2048,0.0845207720994949,0.08406725,jw02736001001_02103_00008_nrca1_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:12:11.171Z,NRCB1,2048,2048,0.085679434,0.08461784,jw02736001001_02103_00002_nrcb1_rate.fits,1,1,NIRCAM,2.301,0.197148377634
F150W,1.501,0.318,2022-06-07T04:59:54.717Z,NRCB3,2048,2048,0.087087095,0.085953765,jw02736001001_02103_00009_nrcb3_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:04:52.505Z,NRCA2,2048,2048,0.0817459672689437,0.081355944,jw02736001001_02105_00004_nrca2_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T07:21:49.333Z,NRCA1,2048,2048,0.0848978757858276,0.08437306,jw02736001001_02105_00009_nrca1_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T05:33:55.035Z,NRCA3,2048,2048,0.08334174,0.08288345,jw02736001001_02105_00002_nrca3_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T07:06:25.622Z,NRCB3,2048,2048,0.0828596,0.081769116,jw02736001001_02105_00008_nrcb3_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T05:49:28.794Z,NRCB1,2048,2048,0.0865155607461929,0.08481774,jw02736001001_02105_00003_nrcb1_rate.fits,1,1,NIRCAM,2.1,0.1816826775670051
F277W,2.762,0.683,2022-06-07T00:34:53.548Z,NRCBLONG,2048,2048,0.2310657203197479,0.22584337,jw02736001001_02101_00001_nrcblong_rate.fits,1,1,NIRCAM,0.399,0.09219522240757942
F150W,1.501,0.318,2022-06-07T03:58:21.537Z,NRCA2,2048,2048,0.08224823,0.08189817,jw02736001001_02103_00005_nrca2_rate.fits,1,1,NIRCAM,,
F444W,4.408,1.029,2022-06-07T05:33:55.035Z,NRCALONG,2048,2048,0.6154578924179077,0.61759746,jw02736001001_02105_00002_nrcalong_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:36:27.305Z,NRCA4,2048,2048,0.064897664,0.06462146,jw02736001001_02101_00005_nrca4_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:13:44.608Z,NRCB3,2048,2048,0.0848891362547874,0.08413728,jw02736001001_02103_00006_nrcb3_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:29:08.319Z,NRCA1,2048,2048,0.0858297348022461,0.08538693,jw02736001001_02103_00007_nrca1_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T05:18:31.324Z,NRCB2,2048,2048,0.07716025,0.07638842,jw02736001001_02105_00001_nrcb2_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:21:03.914Z,NRCA3,2048,2048,0.060393292,0.06016022,jw02736001001_02101_00004_nrca3_rate.fits,1,1,NIRCAM,,
F277W,2.762,0.683,2022-06-07T00:50:17.196Z,NRCALONG,2048,2048,0.1946768164634704,0.19448298,jw02736001001_02101_00002_nrcalong_rate.fits,1,1,NIRCAM,,
F444W,4.408,1.029,2022-06-07T05:18:31.388Z,NRCBLONG,2048,2048,0.64212155,0.6398047,jw02736001001_02105_00001_nrcblong_rate.fits,1,1,NIRCAM,0.343,0.22024769165000002
F090W,0.902,0.194,2022-06-07T01:36:26.985Z,NRCB1,2048,2048,0.05674629,0.056314018,jw02736001001_02101_00005_nrcb1_rate.fits,1,1,NIRCAM,3.603,0.20445688287
F200W,1.989,0.457,2022-06-07T05:49:29.114Z,NRCA4,2048,2048,0.0888130962848663,0.088356376,jw02736001001_02105_00003_nrca4_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T07:21:49.013Z,NRCB4,2048,2048,0.09001664,0.088515095,jw02736001001_02105_00009_nrcb4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T02:07:13.703Z,NRCB2,2048,2048,0.0572453662753105,0.05691966,jw02736001001_02101_00007_nrcb2_rate.fits,1,1,NIRCAM,,
F356W,3.568,0.781,2022-06-07T03:27:34.562Z,NRCBLONG,2048,2048,0.2880552113056183,0.2838431,jw02736001001_02103_00003_nrcblong_rate.fits,1,1,NIRCAM,0.351,0.10110737916827202
F150W,1.501,0.318,2022-06-07T04:29:07.999Z,NRCB4,2048,2048,0.09938278,0.09787486,jw02736001001_02103_00007_nrcb4_rate.fits,1,1,NIRCAM,,
F444W,4.408,1.029,2022-06-07T05:33:54.715Z,NRCBLONG,2048,2048,0.6467732787132263,0.6445731,jw02736001001_02105_00002_nrcblong_rate.fits,1,1,NIRCAM,0.343,0.22184323459863664
F277W,2.762,0.683,2022-06-07T00:34:53.805Z,NRCALONG,2048,2048,0.19391766,0.19371854,jw02736001001_02101_00001_nrcalong_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:04:52.505Z,NRCA4,2048,2048,0.08738639,0.0869758,jw02736001001_02105_00004_nrca4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T00:50:16.876Z,NRCB1,2048,2048,0.056054987,0.055622846,jw02736001001_02101_00002_nrcb1_rate.fits,1,1,NIRCAM,3.603,0.20196611816100002
F090W,0.902,0.194,2022-06-07T02:38:00.421Z,NRCB3,2048,2048,0.055320937,0.054778982,jw02736001001_02101_00009_nrcb3_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:05:40.523Z,NRCA3,2048,2048,0.06494704,0.064663574,jw02736001001_02101_00003_nrca3_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T02:22:37.414Z,NRCA1,2048,2048,0.0574630759656429,0.057238452,jw02736001001_02101_00008_nrca1_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:35:38.903Z,NRCB2,2048,2048,0.0812743380665779,0.080309525,jw02736001001_02105_00006_nrcb2_rate.fits,1,1,NIRCAM,,
F444W,4.408,1.029,2022-06-07T05:18:31.708Z,NRCALONG,2048,2048,0.6121309399604797,0.61440575,jw02736001001_02105_00001_nrcalong_rate.fits,1,1,NIRCAM,,
F277W,2.762,0.683,2022-06-07T00:50:16.940Z,NRCBLONG,2048,2048,0.231855422258377,0.2265462,jw02736001001_02101_00002_nrcblong_rate.fits,1,1,NIRCAM,0.399,0.09251031348109243
F150W,1.501,0.318,2022-06-07T02:56:26.340Z,NRCB3,2048,2048,0.0874349623918533,0.086649545,jw02736001001_02103_00001_nrcb3_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T02:22:37.094Z,NRCB4,2048,2048,0.06294173,0.062494442,jw02736001001_02101_00008_nrcb4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T00:50:17.196Z,NRCA4,2048,2048,0.0636488571763038,0.06339025,jw02736001001_02101_00002_nrca4_rate.fits,1,1,NIRCAM,,
F356W,3.568,0.781,2022-06-07T03:27:34.882Z,NRCALONG,2048,2048,0.2538019,0.25357795,jw02736001001_02103_00003_nrcalong_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:12:00.739Z,NRCA2,2048,2048,0.08484836,0.08445367,jw02736001001_02103_00002_nrca2_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:04:52.185Z,NRCB1,2048,2048,0.08235116,0.08083956,jw02736001001_02105_00004_nrcb1_rate.fits,1,1,NIRCAM,2.1,0.17293743600000003
F150W,1.501,0.318,2022-06-07T04:44:31.326Z,NRCB2,2048,2048,0.0882955938577652,0.087669045,jw02736001001_02103_00008_nrcb2_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:20:15.832Z,NRCA3,2048,2048,0.0814398527145385,0.08095531,jw02736001001_02105_00005_nrca3_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T05:49:29.114Z,NRCA2,2048,2048,0.0749601423740387,0.074779354,jw02736001001_02105_00003_nrca2_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:58:21.281Z,NRCB1,2048,2048,0.0887551233172416,0.087770976,jw02736001001_02103_00005_nrcb1_rate.fits,1,1,NIRCAM,2.301,0.20422553875297295
F200W,1.989,0.457,2022-06-07T07:21:49.013Z,NRCB2,2048,2048,0.0835029631853103,0.08262917,jw02736001001_02105_00009_nrcb2_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:42:58.210Z,NRCA3,2048,2048,0.0832192972302436,0.082855485,jw02736001001_02103_00004_nrca3_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:29:07.999Z,NRCB2,2048,2048,0.08612413,0.08545174,jw02736001001_02103_00007_nrcb2_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T05:18:31.644Z,NRCA1,2048,2048,0.0835232436656951,0.08299257,jw02736001001_02105_00001_nrca1_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T02:07:13.767Z,NRCB4,2048,2048,0.0620155856013298,0.061444856,jw02736001001_02101_00007_nrcb4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:36:27.241Z,NRCA2,2048,2048,0.0598947,0.059742343,jw02736001001_02101_00005_nrca2_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:58:21.537Z,NRCA4,2048,2048,0.09283368,0.092508,jw02736001001_02103_00005_nrca4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T02:07:14.023Z,NRCA1,2048,2048,0.06323701,0.06301788,jw02736001001_02101_00007_nrca1_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T01:51:50.376Z,NRCB3,2048,2048,0.058320716,0.057983655,jw02736001001_02101_00006_nrcb3_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T05:18:31.388Z,NRCB4,2048,2048,0.0971719995141029,0.09557233,jw02736001001_02105_00001_nrcb4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T02:22:37.350Z,NRCA4,2048,2048,0.064225204,0.063934,jw02736001001_02101_00008_nrca4_rate.fits,1,1,NIRCAM,,
F090W,0.902,0.194,2022-06-07T00:50:16.940Z,NRCB4,2048,2048,0.06585268,0.06543173,jw02736001001_02101_00002_nrcb4_rate.fits,1,1,NIRCAM,,
F277W,2.762,0.683,2022-06-07T01:05:40.267Z,NRCBLONG,2048,2048,0.2342431843280792,0.22851202,jw02736001001_02101_00003_nrcblong_rate.fits,1,1,NIRCAM,0.399,0.09346303054690361
F200W,1.989,0.457,2022-06-07T06:04:52.505Z,NRCA1,2048,2048,0.0824807211756706,0.08192851,jw02736001001_02105_00004_nrca1_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T03:12:11.171Z,NRCB2,2048,2048,0.0870848,0.086315565,jw02736001001_02103_00002_nrcb2_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:20:15.512Z,NRCB3,2048,2048,0.07953525,0.07886857,jw02736001001_02105_00005_nrcb3_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T04:44:31.646Z,NRCA2,2048,2048,0.08901849,0.08873162,jw02736001001_02103_00008_nrca2_rate.fits,1,1,NIRCAM,,
F356W,3.568,0.781,2022-06-07T03:12:00.739Z,NRCALONG,2048,2048,0.25236315,0.2522109,jw02736001001_02103_00002_nrcalong_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:35:39.223Z,NRCA2,2048,2048,0.0710975527763366,0.07047789,jw02736001001_02105_00006_nrca2_rate.fits,1,1,NIRCAM,,
F150W,1.501,0.318,2022-06-07T02:56:26.660Z,NRCA3,2048,2048,0.08488059,0.08457053,jw02736001001_02103_00001_nrca3_rate.fits,1,1,NIRCAM,,
F200W,1.989,0.457,2022-06-07T06:04:52.185Z,NRCB4,2048,2048,0.0959425866603851,0.094475284,jw02736001001_02105_00004_nrcb4_rate.fits,1,1,NIRCAM,,
