detector,filtername,observtn,wave,filtwidth,x,y,median,median_clipped,visit,PHOTMJSR,sb_mjsr,sb_mjsr_std,shortdet
NRCB1,F150W,8,1.501,0.318,2048.0,2048.0,0.734062671661377,0.66685414,1.0,2.4124,1.7708527891159056,0.02421361905616036,B1
NRCB1,F200W,1,1.989,0.457,2048.0,2048.0,1.1085641384124756,1.0007334,1.0,2.0223,2.241849257111549,0.010346389183220171,B1
NRCB1,F200W,2,1.989,0.457,2048.0,2048.0,0.07603014,0.07551446,1.0,2.0223,0.153755752122,0.005216568297423549,B1
NRCB1,F200W,3,1.989,0.457,2048.0,2048.0,0.0653890371322631,0.06454942,1.0,2.0223,0.13223624979257567,0.010205056978841205,B1
NRCB1,F200W,4,1.989,0.457,2048.0,2048.0,0.07135973,0.0704331,1.0,2.0223,0.144310781979,0.027220555946077404,B1
NRCB1,F200W,5,1.989,0.457,2048.0,2048.0,0.08668233,0.08518459,1.0,2.0223,0.175297675959,0.028186545351830593,B1
NRCB1,F200W,6,1.989,0.457,2048.0,2048.0,0.071006,0.06967741,1.0,2.0223,0.1435954338,0.01339895603202195,B1
NRCB1,F200W,7,1.989,0.457,2048.0,2048.0,0.16595098,0.16527233,1.0,2.0223,0.335602666854,0.021542598109944522,B1
NRCB1,F200W,8,1.989,0.457,2048.0,2048.0,1.0755136,0.94005173,1.0,2.0223,2.1750111532800003,0.017625402047225916,B1
NRCB2,F070W,1,0.704,0.132,2048.0,2048.0,0.11185568,0.11104483,1.0,4.3669,0.488462568992,0.04873672759638253,B2
NRCB2,F070W,2,0.704,0.132,2048.0,2048.0,0.0392973870038986,0.038481973,1.0,4.3669,0.1716077593073248,0.020163072546399076,B2
NRCB2,F070W,3,0.704,0.132,2048.0,2048.0,0.028185898,0.027458234,1.0,4.3669,0.12308499797620001,0.044389140919821726,B2
NRCB2,F070W,4,0.704,0.132,2048.0,2048.0,0.0341111421585083,0.033169817,1.0,4.3669,0.14895994669198992,0.03581163202485736,B2
NRCB2,F070W,5,0.704,0.132,2048.0,2048.0,0.046947274,0.0462632,1.0,4.3669,0.2050140508306,0.0396355012841483,B2
NRCB2,F070W,6,0.704,0.132,2048.0,2048.0,0.04625027,0.045183014,1.0,4.3669,0.201970304063,0.07733004411202976,B2
NRCB2,F070W,7,0.704,0.132,2048.0,2048.0,0.0842232257127761,0.08384946,1.0,4.3669,0.36779440436512195,0.05375735554213429,B2
NRCB2,F070W,8,0.704,0.132,2048.0,2048.0,0.11533942,0.113377124,1.0,4.3669,0.503675713198,0.03103058132774886,B2
NRCB2,F115W,1,1.154,0.225,2048.0,2048.0,0.319581925868988,0.31206214,1.0,3.1282,0.9997161805033682,0.055754586631134646,B2
NRCB2,F115W,2,1.154,0.225,2048.0,2048.0,0.0643756389617919,0.06369215,1.0,3.1282,0.20137987380027741,0.03413527591540162,B2
NRCB2,F115W,3,1.154,0.225,2048.0,2048.0,0.056218047,0.055851318,1.0,3.1282,0.1758612946254,0.03984014872974963,B2
NRCB2,F115W,4,1.154,0.225,2048.0,2048.0,0.04638095,0.045184724,1.0,3.1282,0.14508888778999998,0.040242059958402236,B2
NRCB2,F115W,5,1.154,0.225,2048.0,2048.0,0.07177841,0.07122027,1.0,3.1282,0.224537222162,0.02417867608325926,B2
NRCB2,F115W,6,1.154,0.225,2048.0,2048.0,0.057283904,0.05599127,1.0,3.1282,0.1791955084928,0.03587532224650929,B2
NRCB2,F115W,7,1.154,0.225,2048.0,2048.0,0.1372377425432205,0.13678706,1.0,3.1282,0.4293071062237024,0.023401851198286933,B2
NRCB2,F115W,8,1.154,0.225,2048.0,2048.0,0.37631336,0.35173938,1.0,3.1282,1.177183452752,0.019827714275672825,B2
NRCB2,F150W,1,1.501,0.318,2048.0,2048.0,0.6521669626235962,0.6026704,1.0,2.3054,1.5035057156324387,0.028274594298890628,B2
NRCB2,F150W,2,1.501,0.318,2048.0,2048.0,0.076835886,0.07618459,1.0,2.3054,0.17713745158440003,0.036562599645144744,B2
NRCB2,F150W,3,1.501,0.318,2048.0,2048.0,0.062141642,0.061627414,1.0,2.3054,0.1432613414668,0.018277637577152124,B2
NRCB2,F150W,4,1.501,0.318,2048.0,2048.0,0.0903386324644088,0.08938408,1.0,2.3054,0.20826668328344808,0.01490760588153084,B2
NRCB2,F150W,5,1.501,0.318,2048.0,2048.0,0.090173535,0.08938594,1.0,2.3054,0.207886067589,0.019894717579202494,B2
NRCB2,F150W,6,1.501,0.318,2048.0,2048.0,0.0755761116743087,0.07439684,1.0,2.3054,0.17423316785395127,0.009407403247566021,B2
NRCB2,F150W,7,1.501,0.318,2048.0,2048.0,0.19127955,0.1906274,1.0,2.3054,0.44097587457,0.0323433145303385,B2
NRCB2,F150W,8,1.501,0.318,2048.0,2048.0,0.7536520957946777,0.66605866,1.0,2.3054,1.73746954164505,0.03184373116778246,B2
NRCB2,F200W,1,1.989,0.457,2048.0,2048.0,1.127767,0.94998634,1.0,1.9519,2.2012884073,0.05179980061148769,B2
NRCB2,F200W,2,1.989,0.457,2048.0,2048.0,0.08115348,0.08048676,1.0,1.9519,0.158403477612,0.009587083707057135,B2
NRCB2,F200W,3,1.989,0.457,2048.0,2048.0,0.0737967789173126,0.073156245,1.0,1.9519,0.14404393276870245,0.023578619957894058,B2
NRCB2,F200W,4,1.989,0.457,2048.0,2048.0,0.0764437019824981,0.07551888,1.0,1.9519,0.14921046189963805,0.020660491551511576,B2
NRCB2,F200W,5,1.989,0.457,2048.0,2048.0,0.09237812,0.09158016,1.0,1.9519,0.180312852428,0.015614657991998935,B2
NRCB2,F200W,6,1.989,0.457,2048.0,2048.0,0.076602,0.07518832,1.0,1.9519,0.1495194438,0.013694342890616249,B2
NRCB2,F200W,7,1.989,0.457,2048.0,2048.0,0.1742385625839233,0.17369163,1.0,1.9519,0.3400962503075599,0.026086134125357336,B2
NRCB2,F200W,8,1.989,0.457,2048.0,2048.0,1.0918316,0.9140437,1.0,1.9519,2.1311461000399996,0.03054621947748575,B2
NRCB3,F070W,1,0.704,0.132,2048.0,2048.0,0.116540544,0.11580988,1.0,4.4344,0.5167873883136,0.026242439707123477,B3
NRCB3,F070W,2,0.704,0.132,2048.0,2048.0,0.0413051471114158,0.04050931,1.0,4.4344,0.18316354435086224,0.05271271252967767,B3
NRCB3,F070W,3,0.704,0.132,2048.0,2048.0,0.0322195962071418,0.031395834,1.0,4.4344,0.1428745774209496,0.03985785336752951,B3
NRCB3,F070W,4,0.704,0.132,2048.0,2048.0,0.042100191116333,0.041136194,1.0,4.4344,0.18668908748626706,0.035324919214203034,B3
NRCB3,F070W,5,0.704,0.132,2048.0,2048.0,0.047558367,0.046390373,1.0,4.4344,0.2108928226248,0.02059173571532361,B3
NRCB3,F070W,6,0.704,0.132,2048.0,2048.0,0.03903335,0.0378453,1.0,4.4344,0.17308948724,0.009537893574301457,B3
NRCB3,F070W,7,0.704,0.132,2048.0,2048.0,0.094307095,0.09380129,1.0,4.4344,0.418195382068,0.06346961080806576,B3
NRCB3,F070W,8,0.704,0.132,2048.0,2048.0,0.123187095,0.12090099,1.0,4.4344,0.546260854068,0.005051342793699664,B3
NRCB3,F115W,1,1.154,0.225,2048.0,2048.0,0.3050374,0.2981464,1.0,3.1863,0.9719406676200001,0.022354305684419033,B3
NRCB3,F115W,2,1.154,0.225,2048.0,2048.0,0.0612280964851379,0.06055017,1.0,3.1863,0.1950910838305949,0.0450642791518439,B3
NRCB3,F115W,3,1.154,0.225,2048.0,2048.0,0.0544668622314929,0.05399467,1.0,3.1863,0.17354776312820583,0.0028980062736346968,B3
NRCB3,F115W,4,1.154,0.225,2048.0,2048.0,0.057782095,0.057061337,1.0,3.1863,0.1841110892985,0.0374633720956091,B3
NRCB3,F115W,5,1.154,0.225,2048.0,2048.0,0.0661860555410385,0.065145425,1.0,3.1863,0.21088862877041098,0.01323784986139948,B3
NRCB3,F115W,6,1.154,0.225,2048.0,2048.0,0.0584411807358264,0.05690721,1.0,3.1863,0.18621113417856366,0.010089019370058133,B3
NRCB3,F115W,7,1.154,0.225,2048.0,2048.0,0.1386962085962295,0.13824943,1.0,3.1863,0.44192772945016606,0.023630374751226223,B3
NRCB3,F115W,8,1.154,0.225,2048.0,2048.0,0.3851149082183838,0.3620767,1.0,3.1863,1.2270916320562364,0.005505188039830055,B3
NRCB3,F150W,1,1.501,0.318,2048.0,2048.0,0.6508259,0.61030203,1.0,2.3518,1.5306123516199999,0.031093977362306742,B3
NRCB3,F150W,2,1.501,0.318,2048.0,2048.0,0.0870401859283447,0.086542524,1.0,2.3518,0.20470110926628104,0.004955946187891703,B3
NRCB3,F150W,3,1.501,0.318,2048.0,2048.0,0.06867861,0.06809742,1.0,2.3518,0.161518354998,0.02114216770914501,B3
NRCB3,F150W,4,1.501,0.318,2048.0,2048.0,0.0771399438381195,0.076260895,1.0,2.3518,0.18141771991848946,0.018025945827933418,B3
NRCB3,F150W,5,1.501,0.318,2048.0,2048.0,0.08550725,0.08427639,1.0,2.3518,0.20109595055,0.01424549342317694,B3
NRCB3,F150W,6,1.501,0.318,2048.0,2048.0,0.07746809,0.075931355,1.0,2.3518,0.182189454062,0.013787188359174732,B3
NRCB3,F150W,7,1.501,0.318,2048.0,2048.0,0.1961502134799957,0.19546452,1.0,2.3518,0.4613060720622539,0.010691995074090948,B3
NRCB3,F150W,8,1.501,0.318,2048.0,2048.0,0.75946844,0.68053305,1.0,2.3518,1.7861178771919999,0.010813285980503474,B3
NRCB3,F200W,1,1.989,0.457,2048.0,2048.0,1.1866309642791748,1.0369375,1.0,1.9572,2.322474123287201,0.011593065336563513,B3
NRCB3,F200W,2,1.989,0.457,2048.0,2048.0,0.0737960934638977,0.07320321,1.0,1.9572,0.14443371412754058,0.01837706814871403,B3
NRCB3,F200W,3,1.989,0.457,2048.0,2048.0,0.0690794587135315,0.068486944,1.0,1.9572,0.13520231659412385,0.002009061794505687,B3
NRCB3,F200W,4,1.989,0.457,2048.0,2048.0,0.0812601149082183,0.080397606,1.0,1.9572,0.15904229689836485,0.020783504692328876,B3
NRCB3,F200W,5,1.989,0.457,2048.0,2048.0,0.09081105,0.089251265,1.0,1.9572,0.17773538706,0.01098995805329349,B3
NRCB3,F200W,6,1.989,0.457,2048.0,2048.0,0.075094804,0.07318939,1.0,1.9572,0.1469755503888,0.01017085519173983,B3
NRCB3,F200W,7,1.989,0.457,2048.0,2048.0,0.1854924708604812,0.18475667,1.0,1.9572,0.3630458639681338,0.01570941960938307,B3
NRCB3,F200W,8,1.989,0.457,2048.0,2048.0,1.1080897,0.93984616,1.0,1.9572,2.16875316084,0.007464200281599786,B3
NRCB4,F070W,1,0.704,0.132,2048.0,2048.0,0.108458705,0.1075668,1.0,3.798,0.41192616159,0.023878448900494658,B4
NRCB4,F070W,2,0.704,0.132,2048.0,2048.0,0.0484632700681686,0.047685325,1.0,3.798,0.18406349971890434,0.14059828032730645,B4
NRCB4,F070W,3,0.704,0.132,2048.0,2048.0,0.016674867,0.015677443,1.0,3.798,0.063331144866,0.03853390860296814,B4
NRCB4,F070W,4,0.704,0.132,2048.0,2048.0,0.0499798059463501,0.049023647,1.0,3.798,0.18982330298423766,0.022577372377934907,B4
NRCB4,F070W,5,0.704,0.132,2048.0,2048.0,0.043932024,0.04246273,1.0,3.798,0.166853827152,0.1079284047879782,B4
NRCB4,F070W,6,0.704,0.132,2048.0,2048.0,0.0498723052442073,0.048689898,1.0,3.798,0.18941501531749932,0.05555405541312387,B4
NRCB4,F070W,7,0.704,0.132,2048.0,2048.0,0.11313411,0.112570256,1.0,3.798,0.42968334978,0.058511544737914666,B4
NRCB4,F070W,8,0.704,0.132,2048.0,2048.0,0.13010795,0.12780869,1.0,3.798,0.4941499941,0.03940635053789168,B4
NRCB4,F115W,1,1.154,0.225,2048.0,2048.0,0.3424422,0.33481452,1.0,2.6985,0.9240802766999999,0.027065258260796414,B4
NRCB4,F115W,2,1.154,0.225,2048.0,2048.0,0.050688177,0.04987374,1.0,2.6985,0.1367820456345,0.018488023299694047,B4
NRCB4,F115W,3,1.154,0.225,2048.0,2048.0,0.061422464,0.060915384,1.0,2.6985,0.165748519104,0.027987883895125413,B4
NRCB4,F115W,4,1.154,0.225,2048.0,2048.0,0.082962446,0.08247003,1.0,2.6985,0.223874160531,0.04858208508810573,B4
NRCB4,F115W,5,1.154,0.225,2048.0,2048.0,0.081185832619667,0.07939865,1.0,2.6985,0.2190799693241714,0.020032390002661864,B4
NRCB4,F115W,6,1.154,0.225,2048.0,2048.0,0.0600565299391746,0.05854854,1.0,2.6985,0.16206254604086265,0.023388263270158225,B4
NRCB4,F115W,7,1.154,0.225,2048.0,2048.0,0.1585109233856201,0.15776598,1.0,2.6985,0.42774172675609584,0.00550952316350022,B4
NRCB4,F115W,8,1.154,0.225,2048.0,2048.0,0.4369978904724121,0.4068374,1.0,2.6985,1.1792388074398041,0.02367819848084086,B4
NRCB4,F150W,1,1.501,0.318,2048.0,2048.0,0.7122694253921509,0.6675742,1.0,2.0288,1.4450522102355956,0.03837480096439489,B4
NRCB4,F150W,2,1.501,0.318,2048.0,2048.0,0.08897325,0.08816178,1.0,2.0288,0.1805089296,0.020375852921730733,B4
NRCB4,F150W,3,1.501,0.318,2048.0,2048.0,0.0680954009294509,0.06737576,1.0,2.0288,0.13815194940567,0.036581246208110256,B4
NRCB4,F150W,4,1.501,0.318,2048.0,2048.0,0.07822276,0.07731935,1.0,2.0288,0.158698335488,0.04477258542261314,B4
NRCB4,F150W,5,1.501,0.318,2048.0,2048.0,0.1208886504173278,0.119162805,1.0,2.0288,0.24525889396667463,0.04794831150068104,B4
NRCB4,F150W,6,1.501,0.318,2048.0,2048.0,0.0828087404370307,0.08130792,1.0,2.0288,0.16800237259864786,0.04321657915571031,B4
NRCB4,F150W,7,1.501,0.318,2048.0,2048.0,0.2396174371242523,0.23930782,1.0,2.0288,0.48613585643768303,0.025868346656736853,B4
NRCB4,F150W,8,1.501,0.318,2048.0,2048.0,0.8626817,0.755488,1.0,2.0288,1.75020863296,0.03347487814156566,B4
NRCB4,F200W,1,1.989,0.457,2048.0,2048.0,1.1860868,1.0224378,1.0,1.7715,2.1011527662000002,0.017258936663191633,B4
NRCB4,F200W,2,1.989,0.457,2048.0,2048.0,0.0789462924003601,0.077906355,1.0,1.7715,0.13985335698723791,0.03288526971841942,B4
NRCB4,F200W,3,1.989,0.457,2048.0,2048.0,0.0692889988422393,0.0687813,1.0,1.7715,0.12274546144902691,0.02850812112748277,B4
NRCB4,F200W,4,1.989,0.457,2048.0,2048.0,0.0837560892105102,0.08319719,1.0,1.7715,0.1483739120364188,0.008591970715820183,B4
NRCB4,F200W,5,1.989,0.457,2048.0,2048.0,0.0838863775134086,0.08196026,1.0,1.7715,0.14860471776500336,0.01832786557036251,B4
NRCB4,F200W,6,1.989,0.457,2048.0,2048.0,0.0752508714795112,0.07355344,1.0,1.7715,0.1333069188259541,0.031644127087725245,B4
NRCB4,F200W,7,1.989,0.457,2048.0,2048.0,0.2150297462940216,0.2144318,1.0,1.7715,0.38092519555985926,0.011946148603834392,B4
NRCB4,F200W,8,1.989,0.457,2048.0,2048.0,1.227429747581482,1.0223465,1.0,1.7715,2.1743917978405953,0.015444774492017106,B4
NRCBLONG,F277W,1,2.762,0.683,2048.0,2048.0,5.681803,4.628058,1.0,0.4175,2.3721527525,0.002905729277134445,BLONG
NRCBLONG,F277W,2,2.762,0.683,2048.0,2048.0,0.22022375,0.21846685,1.0,0.4175,0.091943415625,0.0023286701977292784,BLONG
NRCBLONG,F277W,3,2.762,0.683,2048.0,2048.0,0.1882726,0.18691841,1.0,0.4175,0.0786038105,0.003983382820969777,BLONG
NRCBLONG,F277W,4,2.762,0.683,2048.0,2048.0,0.20651418,0.20419395,1.0,0.4175,0.08621967015,0.001581479060630692,BLONG
NRCBLONG,F277W,5,2.762,0.683,2048.0,2048.0,0.2412353754043579,0.23818257,1.0,0.4175,0.10071576923131942,0.002174261911363891,BLONG
NRCBLONG,F277W,6,2.762,0.683,2048.0,2048.0,0.20901066,0.2054271,1.0,0.4175,0.08726195055,0.003997819037842191,BLONG
NRCBLONG,F277W,7,2.762,0.683,2048.0,2048.0,0.53155935,0.53006333,1.0,0.4175,0.221926028625,0.0025367370103624018,BLONG
NRCBLONG,F277W,8,2.762,0.683,2048.0,2048.0,4.730711936950684,3.7590263,1.0,0.4175,1.9750722336769104,0.006522814606470304,BLONG
NRCBLONG,F356W,1,3.568,0.781,2048.0,2048.0,10.192479133605955,8.806607,1.0,0.376,3.832372154235839,0.005551038241135064,BLONG
NRCBLONG,F356W,2,3.568,0.781,2048.0,2048.0,0.23810805,0.23642427,1.0,0.376,0.0895286268,0.0018005107222084232,BLONG
NRCBLONG,F356W,3,3.568,0.781,2048.0,2048.0,0.2116052508354187,0.20987003,1.0,0.376,0.07956357431411744,0.003085256919949435,BLONG
NRCBLONG,F356W,4,3.568,0.781,2048.0,2048.0,0.2824257314205169,0.28016573,1.0,0.376,0.10619207501411436,0.001674809850304526,BLONG
NRCBLONG,F356W,5,3.568,0.781,2048.0,2048.0,0.2518877387046814,0.24894366,1.0,0.376,0.09470978975296021,0.0027622550715580146,BLONG
NRCBLONG,F356W,6,3.568,0.781,2048.0,2048.0,0.25543594,0.25203106,1.0,0.376,0.09604391343999999,0.0019993490207976783,BLONG
NRCBLONG,F356W,7,3.568,0.781,2048.0,2048.0,0.58762294,0.5860223,1.0,0.376,0.22094622544,0.0035923630749185352,BLONG
NRCBLONG,F356W,8,3.568,0.781,2048.0,2048.0,7.6065273,6.6102276,1.0,0.376,2.8600542648,0.00875363973454838,BLONG
NRCBLONG,F444W,1,4.408,1.029,2048.0,2048.0,11.202889,9.870884,1.0,0.3728,4.176437019200001,0.0074112117771870465,BLONG
NRCBLONG,F444W,2,4.408,1.029,2048.0,2048.0,0.5916908383369446,0.58971035,1.0,0.3728,0.22058234453201295,0.0021810789423400974,BLONG
NRCBLONG,F444W,3,4.408,1.029,2048.0,2048.0,0.5914607048034668,0.5894088,1.0,0.3728,0.22049655075073243,0.003472825797678363,BLONG
NRCBLONG,F444W,4,4.408,1.029,2048.0,2048.0,0.6659516,0.6635623,1.0,0.3728,0.24826675648000002,0.0005001225746045779,BLONG
NRCBLONG,F444W,5,4.408,1.029,2048.0,2048.0,0.6029314994812012,0.59967905,1.0,0.3728,0.2247728630065918,0.0029542298272176907,BLONG
NRCBLONG,F444W,6,4.408,1.029,2048.0,2048.0,0.71038824,0.7070639,1.0,0.3728,0.264832735872,0.004649533493440762,BLONG
NRCBLONG,F444W,7,4.408,1.029,2048.0,2048.0,1.5431560277938845,1.543059,1.0,0.3728,0.5752885671615602,0.0013059844644286074,BLONG
NRCBLONG,F444W,8,4.408,1.029,2048.0,2048.0,7.177219390869141,6.3602386,1.0,0.3728,2.6756673889160156,0.0020982084877589147,BLONG
NRCBLONG,F480M,1,4.874,0.3,2048.0,2048.0,3.0365996,2.7236185,1.0,1.4584,4.42857685664,0.02464358599898163,BLONG
NRCBLONG,F480M,2,4.874,0.3,2048.0,2048.0,0.25145805,0.25077844,1.0,1.4584,0.36672642011999995,0.024395226750903918,BLONG
NRCBLONG,F480M,3,4.874,0.3,2048.0,2048.0,0.2505159,0.2496804,1.0,1.4584,0.36535238856,0.008400109912369377,BLONG
NRCBLONG,F480M,4,4.874,0.3,2048.0,2048.0,0.2814825177192688,0.28052345,1.0,1.4584,0.4105141038417816,0.003168870980238227,BLONG
NRCBLONG,F480M,5,4.874,0.3,2048.0,2048.0,0.25527874,0.25441873,1.0,1.4584,0.372298514416,0.011831995292519652,BLONG
NRCBLONG,F480M,6,4.874,0.3,2048.0,2048.0,0.2924433648586273,0.2914936,1.0,1.4584,0.42649940330982206,0.017552356647279815,BLONG
NRCBLONG,F480M,7,4.874,0.3,2048.0,2048.0,0.66038316,0.6593686,1.0,1.4584,0.9631028005439999,0.015693947867812683,BLONG
NRCBLONG,F480M,8,4.874,0.3,2048.0,2048.0,1.9025324583053589,1.7304788,1.0,1.4584,2.774653337192535,0.004717805059899936,BLONG
