filtername wave filtwidth date detector x y median median_clipped filename observtn visit instrument
F200W 1.989 0.457 2022-04-29T11:48:33.869Z NRCB3 2048 2048 0.19007596373558044 0.18928924 jw01448007001_04101_00003_nrcb3_rate.fits 007 001 NIRCAM
F115W 1.154 0.225 2022-04-29T07:07:25.790Z NRCB4 2048 2048 0.06001274287700653 0.059197716 jw01448002001_06101_00002_nrcb4_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-05-06T05:30:30.877Z NRCB2 2048 2048 0.076602 0.07518832 jw01448006001_04101_00003_nrcb2_rate.fits 006 001 NIRCAM
F356W 3.568 0.781 2022-04-29T12:04:50.956Z NRCBLONG 2048 2048 0.5942699313163757 0.5926987 jw01448007001_06101_00003_nrcblong_rate.fits 007 001 NIRCAM
F150W 1.501 0.318 2022-05-06T00:38:05.998Z NRCB1 2048 2048 0.062252034 0.06173957 jw01448003001_08101_00003_nrcb1_rate.fits 003 001 NIRCAM
F150W 1.501 0.318 2022-05-06T03:30:52.772Z NRCB3 2048 2048 0.065647416 0.06473034 jw01448004001_08101_00001_nrcb3_rate.fits 004 001 NIRCAM
F277W 2.762 0.683 2022-05-06T05:15:07.486Z NRCBLONG 2048 2048 0.20901066 0.2054271 jw01448006001_02101_00003_nrcblong_rate.fits 006 001 NIRCAM
F115W 1.154 0.225 2022-05-03T00:46:16.299Z NRCB2 2048 2048 0.062314607203006744 0.06168168 jw01448005001_06101_00003_nrcb2_rate.fits 005 001 NIRCAM
F070W 0.704 0.132 2022-05-05T23:51:02.193Z NRCB2 2048 2048 0.028185898 0.027458234 jw01448003001_02101_00003_nrcb2_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-05-06T05:22:38.429Z NRCB1 2048 2048 0.08163909614086151 0.08040231 jw01448006001_04101_00001_nrcb1_rate.fits 006 001 NIRCAM
F200W 1.989 0.457 2022-05-02T19:08:50.366Z NRCB3 2048 2048 1.1930333 1.041777 jw01448001001_04101_00003_nrcb3_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-05-06T03:19:25.605Z NRCB4 2048 2048 0.082962446 0.08247003 jw01448004001_06101_00002_nrcb4_rate.fits 004 001 NIRCAM
F115W 1.154 0.225 2022-04-29T07:11:22.014Z NRCB3 2048 2048 0.039021056 0.03823457 jw01448002001_06101_00003_nrcb3_rate.fits 002 001 NIRCAM
F115W 1.154 0.225 2022-05-03T00:38:23.851Z NRCB1 2048 2048 0.051101435 0.04955682 jw01448005001_06101_00001_nrcb1_rate.fits 005 001 NIRCAM
F200W 1.989 0.457 2022-04-29T11:44:37.710Z NRCB4 2048 2048 0.2150297462940216 0.2144318 jw01448007001_04101_00002_nrcb4_rate.fits 007 001 NIRCAM
F150W 1.501 0.318 2022-05-06T00:30:13.615Z NRCB2 2048 2048 0.06775912642478943 0.06731483 jw01448003001_08101_00001_nrcb2_rate.fits 003 001 NIRCAM
F070W 0.704 0.132 2022-04-29T06:35:56.128Z NRCB4 2048 2048 -0.00022792222 0.0 jw01448002001_02101_00002_nrcb4_rate.fits 002 001 NIRCAM
F070W 0.704 0.132 2022-05-06T02:51:41.350Z NRCB3 2048 2048 0.04210019111633301 0.041138593 jw01448004001_02101_00003_nrcb3_rate.fits 004 001 NIRCAM
F070W 0.704 0.132 2022-05-05T23:43:09.809Z NRCB1 2048 2048 0.019480716437101364 0.01812839 jw01448003001_02101_00001_nrcb1_rate.fits 003 001 NIRCAM
F070W 0.704 0.132 2022-05-02T18:45:23.840Z NRCB3 2048 2048 0.12186625599861145 0.1207614 jw01448001001_02101_00001_nrcb3_rate.fits 001 001 NIRCAM
F356W 3.568 0.781 2022-05-06T00:14:39.471Z NRCBLONG 2048 2048 0.22301568 0.22133474 jw01448003001_06101_00001_nrcblong_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-04-29T09:54:40.020Z NRCB3 2048 2048 0.3851149082183838 0.3620767 jw01448008001_06101_00003_nrcb3_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-06T05:15:07.486Z NRCB1 2048 2048 0.03972681 0.03871344 jw01448006001_02101_00003_nrcb1_rate.fits 006 001 NIRCAM
F277W 2.762 0.683 2022-04-29T06:31:59.904Z NRCBLONG 2048 2048 0.2246706634759903 0.22288446 jw01448002001_02101_00001_nrcblong_rate.fits 002 001 NIRCAM
F115W 1.154 0.225 2022-04-29T11:56:58.509Z NRCB3 2048 2048 0.13869620859622955 0.13824943 jw01448007001_06101_00001_nrcb3_rate.fits 007 001 NIRCAM
F150W 1.501 0.318 2022-05-06T06:02:00.539Z NRCB2 2048 2048 0.07341857254505157 0.07223203 jw01448006001_08101_00003_nrcb2_rate.fits 006 001 NIRCAM
F200W 1.989 0.457 2022-05-06T00:06:25.584Z NRCB1 2048 2048 0.06538903713226318 0.06454942 jw01448003001_04101_00003_nrcb1_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-05-06T02:59:23.110Z NRCB3 2048 2048 0.06868626177310944 0.067635134 jw01448004001_04101_00001_nrcb3_rate.fits 004 001 NIRCAM
F070W 0.704 0.132 2022-04-29T09:19:24.886Z NRCB4 2048 2048 0.14422488 0.14142124 jw01448008001_02101_00002_nrcb4_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-06T05:07:15.102Z NRCB2 2048 2048 0.04625027 0.045183014 jw01448006001_02101_00001_nrcb2_rate.fits 006 001 NIRCAM
F150W 1.501 0.318 2022-05-06T05:54:08.156Z NRCB1 2048 2048 0.07432641834020615 0.073024 jw01448006001_08101_00001_nrcb1_rate.fits 006 001 NIRCAM
F150W 1.501 0.318 2022-05-02T19:39:58.589Z NRCB3 2048 2048 0.6687240600585938 0.6281801 jw01448001001_08101_00003_nrcb3_rate.fits 001 001 NIRCAM
F356W 3.568 0.781 2022-05-02T19:20:49.726Z NRCBLONG 2048 2048 10.192479133605957 8.806607 jw01448001001_06101_00002_nrcblong_rate.fits 001 001 NIRCAM
F200W 1.989 0.457 2022-05-05T23:58:33.200Z NRCB2 2048 2048 0.08699531853199005 0.08643424 jw01448003001_04101_00001_nrcb2_rate.fits 003 001 NIRCAM
F150W 1.501 0.318 2022-04-29T12:16:18.124Z NRCB4 2048 2048 0.24066151678562164 0.24033472 jw01448007001_08101_00002_nrcb4_rate.fits 007 001 NIRCAM
F200W 1.989 0.457 2022-04-29T06:47:23.231Z NRCB3 2048 2048 0.0737960934638977 0.07320321 jw01448002001_04101_00001_nrcb3_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-05-03T00:30:20.716Z NRCB1 2048 2048 0.08668233 0.08518459 jw01448005001_04101_00003_nrcb1_rate.fits 005 001 NIRCAM
F115W 1.154 0.225 2022-05-06T05:46:37.148Z NRCB1 2048 2048 0.046430837 0.04505336 jw01448006001_06101_00003_nrcb1_rate.fits 006 001 NIRCAM
F480M 4.874 0.3 2022-05-06T03:38:45.155Z NRCBLONG 2048 2048 0.2814825177192688 0.28052345 jw01448004001_08101_00003_nrcblong_rate.fits 004 001 NIRCAM
F070W 0.704 0.132 2022-04-29T09:23:21.046Z NRCB3 2048 2048 0.12138835 0.119310044 jw01448008001_02101_00003_nrcb3_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-02T19:16:53.502Z NRCB3 2048 2048 0.3050374 0.2981464 jw01448001001_06101_00001_nrcb3_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-04-29T09:50:43.796Z NRCB4 2048 2048 0.4308235 0.40086544 jw01448008001_06101_00002_nrcb4_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-04-29T11:25:18.095Z NRCB3 2048 2048 0.094307095 0.09380129 jw01448007001_02101_00001_nrcb3_rate.fits 007 001 NIRCAM
F150W 1.501 0.318 2022-05-02T19:36:02.365Z NRCB4 2048 2048 0.6817179 0.6368232 jw01448001001_08101_00002_nrcb4_rate.fits 001 001 NIRCAM
F200W 1.989 0.457 2022-05-03T00:22:28.332Z NRCB2 2048 2048 0.09237812 0.09158016 jw01448005001_04101_00001_nrcb2_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-04-29T12:20:14.348Z NRCB3 2048 2048 0.19180821 0.19119905 jw01448007001_08101_00003_nrcb3_rate.fits 007 001 NIRCAM
F115W 1.154 0.225 2022-05-06T05:38:44.764Z NRCB2 2048 2048 0.057283904 0.05599127 jw01448006001_06101_00001_nrcb2_rate.fits 006 001 NIRCAM
F150W 1.501 0.318 2022-04-29T10:02:10.964Z NRCB3 2048 2048 0.75946844 0.68053305 jw01448008001_08101_00001_nrcb3_rate.fits 008 001 NIRCAM
F444W 4.408 1.029 2022-05-06T00:06:25.584Z NRCBLONG 2048 2048 0.58884436 0.5869743 jw01448003001_04101_00003_nrcblong_rate.fits 003 001 NIRCAM
F070W 0.704 0.132 2022-04-29T06:35:56.064Z NRCB3 2048 2048 0.04130514711141586 0.04050931 jw01448002001_02101_00002_nrcb3_rate.fits 002 001 NIRCAM
F070W 0.704 0.132 2022-05-06T02:51:41.414Z NRCB4 2048 2048 0.05305307 0.05248525 jw01448004001_02101_00003_nrcb4_rate.fits 004 001 NIRCAM
F480M 4.874 0.3 2022-04-29T12:20:14.348Z NRCBLONG 2048 2048 0.65228397 0.65119034 jw01448007001_08101_00003_nrcblong_rate.fits 007 001 NIRCAM
F200W 1.989 0.457 2022-05-02T19:08:50.366Z NRCB4 2048 2048 1.1858668327331543 1.0211189 jw01448001001_04101_00003_nrcb4_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-05-06T03:19:25.605Z NRCB3 2048 2048 0.057782095 0.057061337 jw01448004001_06101_00002_nrcb3_rate.fits 004 001 NIRCAM
F115W 1.154 0.225 2022-04-29T07:11:22.014Z NRCB4 2048 2048 0.046655226 0.045822483 jw01448002001_06101_00003_nrcb4_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-04-29T11:44:37.646Z NRCB3 2048 2048 0.17446067929267883 0.17367508 jw01448007001_04101_00002_nrcb3_rate.fits 007 001 NIRCAM
F070W 0.704 0.132 2022-05-03T00:11:01.165Z NRCB2 2048 2048 0.05636655 0.055936404 jw01448005001_02101_00002_nrcb2_rate.fits 005 001 NIRCAM
F444W 4.408 1.029 2022-04-29T09:34:48.213Z NRCBLONG 2048 2048 7.177219390869141 6.3598576 jw01448008001_04101_00002_nrcblong_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-06T00:18:35.695Z NRCB2 2048 2048 0.03541687875986099 0.034627844 jw01448003001_06101_00002_nrcb2_rate.fits 003 001 NIRCAM
F150W 1.501 0.318 2022-05-03T00:57:54.218Z NRCB1 2048 2048 0.07929480075836182 0.07828636 jw01448005001_08101_00002_nrcb1_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-05-06T03:30:52.772Z NRCB4 2048 2048 0.06320460885763168 0.06254455 jw01448004001_08101_00001_nrcb4_rate.fits 004 001 NIRCAM
F115W 1.154 0.225 2022-05-06T03:23:21.828Z NRCB4 2048 2048 0.05336305871605873 0.052346256 jw01448004001_06101_00003_nrcb4_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-05-02T19:04:54.143Z NRCB3 2048 2048 1.1866309642791748 1.0369375 jw01448001001_04101_00002_nrcb3_rate.fits 001 001 NIRCAM
F200W 1.989 0.457 2022-04-29T11:48:33.869Z NRCB4 2048 2048 0.20429182 0.20357999 jw01448007001_04101_00003_nrcb4_rate.fits 007 001 NIRCAM
F115W 1.154 0.225 2022-04-29T07:07:25.790Z NRCB3 2048 2048 0.06529759615659714 0.06480321 jw01448002001_06101_00002_nrcb3_rate.fits 002 001 NIRCAM
F277W 2.762 0.683 2022-04-29T09:23:21.110Z NRCBLONG 2048 2048 4.7057743 3.740946 jw01448008001_02101_00003_nrcblong_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-04-29T06:39:52.288Z NRCB4 2048 2048 0.04846327006816864 0.047685325 jw01448002001_02101_00003_nrcb4_rate.fits 002 001 NIRCAM
F277W 2.762 0.683 2022-05-02T18:45:23.840Z NRCBLONG 2048 2048 5.673786163330078 4.6188 jw01448001001_02101_00001_nrcblong_rate.fits 001 001 NIRCAM
F070W 0.704 0.132 2022-05-06T02:47:45.191Z NRCB3 2048 2048 0.04217855 0.041136194 jw01448004001_02101_00002_nrcb3_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-04-29T09:30:52.053Z NRCB4 2048 2048 1.227429747581482 1.0223465 jw01448008001_04101_00001_nrcb4_rate.fits 008 001 NIRCAM
F200W 1.989 0.457 2022-05-06T05:26:34.653Z NRCB2 2048 2048 0.07567448914051056 0.07446812 jw01448006001_04101_00002_nrcb2_rate.fits 006 001 NIRCAM
F150W 1.501 0.318 2022-04-29T07:19:03.709Z NRCB4 2048 2048 0.08897325 0.08816178 jw01448002001_08101_00001_nrcb4_rate.fits 002 001 NIRCAM
F356W 3.568 0.781 2022-04-29T07:07:25.790Z NRCBLONG 2048 2048 0.23810805 0.23642427 jw01448002001_06101_00002_nrcblong_rate.fits 002 001 NIRCAM
F277W 2.762 0.683 2022-05-05T23:47:06.033Z NRCBLONG 2048 2048 0.18640657 0.18478043 jw01448003001_02101_00002_nrcblong_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-05-03T00:42:20.075Z NRCB2 2048 2048 0.07763196 0.076862305 jw01448005001_06101_00002_nrcb2_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-05-06T00:34:09.774Z NRCB1 2048 2048 0.06879761815071106 0.06819141 jw01448003001_08101_00002_nrcb1_rate.fits 003 001 NIRCAM
F070W 0.704 0.132 2022-05-05T23:47:06.033Z NRCB2 2048 2048 0.019549764692783356 0.018284123 jw01448003001_02101_00002_nrcb2_rate.fits 003 001 NIRCAM
F150W 1.501 0.318 2022-04-29T10:02:10.964Z NRCB4 2048 2048 0.8526338338851929 0.7491417 jw01448008001_08101_00001_nrcb4_rate.fits 008 001 NIRCAM
F277W 2.762 0.683 2022-05-03T00:14:57.325Z NRCBLONG 2048 2048 0.24299826 0.23960125 jw01448005001_02101_00003_nrcblong_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-05-02T19:36:02.365Z NRCB3 2048 2048 0.6429181 0.6023098 jw01448001001_08101_00002_nrcb3_rate.fits 001 001 NIRCAM
F150W 1.501 0.318 2022-04-29T12:20:14.348Z NRCB4 2048 2048 0.23961743712425232 0.23930782 jw01448007001_08101_00003_nrcb4_rate.fits 007 001 NIRCAM
F356W 3.568 0.781 2022-05-06T03:23:21.828Z NRCBLONG 2048 2048 0.2832261 0.28095603 jw01448004001_06101_00003_nrcblong_rate.fits 004 001 NIRCAM
F115W 1.154 0.225 2022-04-29T09:50:43.796Z NRCB3 2048 2048 0.3831419348716736 0.36023203 jw01448008001_06101_00002_nrcb3_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-06T05:11:11.262Z NRCB1 2048 2048 0.0331684835255146 0.032110266 jw01448006001_02101_00002_nrcb1_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-04-29T11:25:18.095Z NRCB4 2048 2048 0.09265471249818802 0.092009306 jw01448007001_02101_00001_nrcb4_rate.fits 007 001 NIRCAM
F200W 1.989 0.457 2022-04-29T06:47:23.295Z NRCB4 2048 2048 0.07894629240036011 0.077906355 jw01448002001_04101_00001_nrcb4_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-06T05:58:04.379Z NRCB2 2048 2048 0.081313685 0.079936005 jw01448006001_08101_00002_nrcb2_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-04-29T09:23:21.110Z NRCB4 2048 2048 0.13010795 0.12780869 jw01448008001_02101_00003_nrcb4_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-02T19:16:53.502Z NRCB4 2048 2048 0.3424422 0.33481452 jw01448001001_06101_00001_nrcb4_rate.fits 001 001 NIRCAM
F200W 1.989 0.457 2022-05-06T00:02:29.360Z NRCB1 2048 2048 0.063570246 0.06289152 jw01448003001_04101_00002_nrcb1_rate.fits 003 001 NIRCAM
F444W 4.408 1.029 2022-04-29T11:40:41.486Z NRCBLONG 2048 2048 1.5405198 1.5402621 jw01448007001_04101_00001_nrcblong_rate.fits 007 001 NIRCAM
F150W 1.501 0.318 2022-05-02T19:39:58.589Z NRCB4 2048 2048 0.7122694253921509 0.6675742 jw01448001001_08101_00003_nrcb4_rate.fits 001 001 NIRCAM
F150W 1.501 0.318 2022-04-29T12:16:18.124Z NRCB3 2048 2048 0.2008978 0.20028053 jw01448007001_08101_00002_nrcb3_rate.fits 007 001 NIRCAM
F480M 4.874 0.3 2022-05-06T00:30:13.615Z NRCBLONG 2048 2048 0.24850047 0.24768287 jw01448003001_08101_00001_nrcblong_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-04-29T11:56:58.509Z NRCB4 2048 2048 0.15851092338562012 0.15776598 jw01448007001_06101_00001_nrcb4_rate.fits 007 001 NIRCAM
F200W 1.989 0.457 2022-05-03T00:26:24.492Z NRCB1 2048 2048 0.08952993154525757 0.088485874 jw01448005001_04101_00002_nrcb1_rate.fits 005 001 NIRCAM
F200W 1.989 0.457 2022-05-06T02:59:23.110Z NRCB4 2048 2048 0.08375608921051025 0.08319719 jw01448004001_04101_00001_nrcb4_rate.fits 004 001 NIRCAM
F115W 1.154 0.225 2022-05-06T05:42:40.988Z NRCB1 2048 2048 0.06235254183411598 0.061355732 jw01448006001_06101_00002_nrcb1_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-04-29T09:19:24.886Z NRCB3 2048 2048 0.123187095 0.12090099 jw01448008001_02101_00002_nrcb3_rate.fits 008 001 NIRCAM
F480M 4.874 0.3 2022-05-02T19:36:02.365Z NRCBLONG 2048 2048 3.0264854 2.7131822 jw01448001001_08101_00002_nrcblong_rate.fits 001 001 NIRCAM
F070W 0.704 0.132 2022-05-02T18:45:23.840Z NRCB4 2048 2048 0.10700677335262299 0.10596421 jw01448001001_02101_00001_nrcb4_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-04-29T09:54:40.020Z NRCB4 2048 2048 0.4369978904724121 0.4068374 jw01448008001_06101_00003_nrcb4_rate.fits 008 001 NIRCAM
F444W 4.408 1.029 2022-05-03T00:26:24.492Z NRCBLONG 2048 2048 0.6138096 0.61066735 jw01448005001_04101_00002_nrcblong_rate.fits 005 001 NIRCAM
F070W 0.704 0.132 2022-04-29T06:39:52.352Z NRCB2 2048 2048 0.04405299946665764 0.043649163 jw01448002001_02101_00003_nrcb2_rate.fits 002 001 NIRCAM
F480M 4.874 0.3 2022-05-06T00:34:09.838Z NRCBLONG 2048 2048 0.2505159 0.2496804 jw01448003001_08101_00002_nrcblong_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-04-29T09:30:52.053Z NRCB2 2048 2048 1.0918316 0.9140437 jw01448008001_04101_00001_nrcb2_rate.fits 008 001 NIRCAM
F150W 1.501 0.318 2022-04-29T07:26:56.157Z NRCB1 2048 2048 0.0940421000123024 0.093529925 jw01448002001_08101_00003_nrcb1_rate.fits 002 001 NIRCAM
F150W 1.501 0.318 2022-05-03T00:53:47.242Z NRCB3 2048 2048 0.08550725 0.08427639 jw01448005001_08101_00001_nrcb3_rate.fits 005 001 NIRCAM
F444W 4.408 1.029 2022-04-29T11:44:37.710Z NRCBLONG 2048 2048 1.5431560277938843 1.543059 jw01448007001_04101_00002_nrcblong_rate.fits 007 001 NIRCAM
F115W 1.154 0.225 2022-05-06T03:23:21.828Z NRCB2 2048 2048 0.04638095 0.045184724 jw01448004001_06101_00003_nrcb2_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-04-29T11:48:33.933Z NRCB2 2048 2048 0.17423856258392334 0.17369163 jw01448007001_04101_00003_nrcb2_rate.fits 007 001 NIRCAM
F480M 4.874 0.3 2022-04-29T10:10:03.411Z NRCBLONG 2048 2048 1.8991360664367676 1.7282139 jw01448008001_08101_00003_nrcblong_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-03T00:14:57.325Z NRCB3 2048 2048 0.04195317625999451 0.04065094 jw01448005001_02101_00003_nrcb3_rate.fits 005 001 NIRCAM
F070W 0.704 0.132 2022-04-29T06:31:59.904Z NRCB1 2048 2048 0.04557055979967117 0.044739634 jw01448002001_02101_00001_nrcb1_rate.fits 002 001 NIRCAM
F070W 0.704 0.132 2022-05-05T23:47:06.033Z NRCB4 2048 2048 0.011925015598535538 0.010351205 jw01448003001_02101_00002_nrcb4_rate.fits 003 001 NIRCAM
F444W 4.408 1.029 2022-05-03T00:22:28.268Z NRCBLONG 2048 2048 0.5983885526657104 0.595234 jw01448005001_04101_00001_nrcblong_rate.fits 005 001 NIRCAM
F200W 1.989 0.457 2022-04-29T09:38:44.437Z NRCB1 2048 2048 1.0755136 0.94005173 jw01448008001_04101_00003_nrcb1_rate.fits 008 001 NIRCAM
F115W 1.154 0.225 2022-05-06T00:22:31.919Z NRCB3 2048 2048 0.054466862231492996 0.05399467 jw01448003001_06101_00003_nrcb3_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-05-06T03:15:29.381Z NRCB1 2048 2048 0.062387168407440186 0.061315127 jw01448004001_06101_00001_nrcb1_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-05-06T05:26:34.653Z NRCB4 2048 2048 0.1000697985291481 0.09871517 jw01448006001_04101_00002_nrcb4_rate.fits 006 001 NIRCAM
F150W 1.501 0.318 2022-04-29T07:19:03.709Z NRCB2 2048 2048 0.079600595 0.07904193 jw01448002001_08101_00001_nrcb2_rate.fits 002 001 NIRCAM
F200W 1.989 0.457 2022-04-29T11:40:41.486Z NRCB1 2048 2048 0.16595098 0.16527233 jw01448007001_04101_00001_nrcb1_rate.fits 007 001 NIRCAM
F480M 4.874 0.3 2022-05-02T19:32:06.141Z NRCBLONG 2048 2048 3.0365996 2.7236185 jw01448001001_08101_00001_nrcblong_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-05-03T00:42:20.075Z NRCB4 2048 2048 0.08118583261966705 0.07939865 jw01448005001_06101_00002_nrcb4_rate.fits 005 001 NIRCAM
F200W 1.989 0.457 2022-05-02T19:08:50.366Z NRCB2 2048 2048 1.1726863384246826 0.99492514 jw01448001001_04101_00003_nrcb2_rate.fits 001 001 NIRCAM
F150W 1.501 0.318 2022-05-06T00:30:13.615Z NRCB3 2048 2048 0.06394371 0.063555986 jw01448003001_08101_00001_nrcb3_rate.fits 003 001 NIRCAM
F150W 1.501 0.318 2022-05-06T03:38:45.155Z NRCB1 2048 2048 0.07996423 0.079138756 jw01448004001_08101_00003_nrcb1_rate.fits 004 001 NIRCAM
F115W 1.154 0.225 2022-04-29T07:11:22.014Z NRCB2 2048 2048 0.077130534 0.0766474 jw01448002001_06101_00003_nrcb2_rate.fits 002 001 NIRCAM
F070W 0.704 0.132 2022-05-06T02:51:41.350Z NRCB2 2048 2048 0.0341111421585083 0.033169817 jw01448004001_02101_00003_nrcb2_rate.fits 004 001 NIRCAM
F200W 1.989 0.457 2022-05-06T05:30:30.877Z NRCB3 2048 2048 0.075094804 0.07318939 jw01448006001_04101_00003_nrcb3_rate.fits 006 001 NIRCAM
F200W 1.989 0.457 2022-05-02T19:00:57.983Z NRCB1 2048 2048 1.1015748977661133 0.99528915 jw01448001001_04101_00001_nrcb1_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-05-06T00:18:35.695Z NRCB4 2048 2048 0.06387138 0.063375436 jw01448003001_06101_00002_nrcb4_rate.fits 003 001 NIRCAM
F115W 1.154 0.225 2022-04-29T07:03:29.566Z NRCB1 2048 2048 0.05262216180562973 0.05213502 jw01448002001_06101_00001_nrcb1_rate.fits 002 001 NIRCAM
F115W 1.154 0.225 2022-05-03T00:46:16.299Z NRCB3 2048 2048 0.06618605554103851 0.065145425 jw01448005001_06101_00003_nrcb3_rate.fits 005 001 NIRCAM
F150W 1.501 0.318 2022-05-06T03:30:52.772Z NRCB2 2048 2048 0.10141686350107193 0.100358844 jw01448004001_08101_00001_nrcb2_rate.fits 004 001 NIRCAM
F070W 0.704 0.132 2022-05-03T00:11:01.101Z NRCB4 2048 2048 0.03149949014186859 0.029716842 jw01448005001_02101_00002_nrcb4_rate.fits 005 001 NIRCAM
F356W 3.568 0.781 2022-05-06T05:46:37.212Z NRCBLONG 2048 2048 0.25543594 0.25203106 jw01448006001_06101_00003_nrcblong_rate.fits 006 001 NIRCAM
F070W 0.704 0.132 2022-05-06T02:43:48.967Z NRCB1 2048 2048 0.04237594082951546 0.04145614 jw01448004001_02101_00001_nrcb1_rate.fits 004 001 NIRCAM
F070W 0.704 0.132 2022-05-05T23:51:02.193Z NRCB3 2048 2048 0.047513943 0.047234967 jw01448003001_02101_00003_nrcb3_rate.fits 003 001 NIRCAM
F277W 2.762 0.683 2022-04-29T11:33:10.542Z NRCBLONG 2048 2048 0.53155935 0.53006333 jw01448007001_02101_00003_nrcblong_rate.fits 007 001 NIRCAM
F277W 2.762 0.683 2022-05-02T18:49:20.064Z NRCBLONG 2048 2048 5.6876493 4.628058 jw01448001001_02101_00002_nrcblong_rate.fits 001 001 NIRCAM
F070W 0.704 0.132 2022-05-02T18:53:16.287Z NRCB1 2048 2048 0.11743248 0.116771854 jw01448001001_02101_00003_nrcb1_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-04-29T09:46:47.637Z NRCB1 2048 2048 0.37261847 0.35264012 jw01448008001_06101_00001_nrcb1_rate.fits 008 001 NIRCAM
F070W 0.704 0.132 2022-05-06T05:07:15.102Z NRCB3 2048 2048 0.042430196 0.041216828 jw01448006001_02101_00001_nrcb3_rate.fits 006 001 NIRCAM
F115W 1.154 0.225 2022-04-29T12:04:50.956Z NRCB1 2048 2048 0.15412435 0.15357514 jw01448007001_06101_00003_nrcb1_rate.fits 007 001 NIRCAM
F150W 1.501 0.318 2022-05-02T19:39:58.589Z NRCB2 2048 2048 0.6521669626235962 0.6026704 jw01448001001_08101_00003_nrcb2_rate.fits 001 001 NIRCAM
F200W 1.989 0.457 2022-05-05T23:58:33.200Z NRCB3 2048 2048 0.06806724 0.067315504 jw01448003001_04101_00001_nrcb3_rate.fits 003 001 NIRCAM
F200W 1.989 0.457 2022-05-06T03:07:15.493Z NRCB1 2048 2048 0.08830703794956207 0.08731589 jw01448004001_04101_00003_nrcb1_rate.fits 004 001 NIRCAM
F070W 0.704 0.132 2022-05-02T18:45:23.840Z NRCB2 2048 2048 0.11185568 0.11104483 jw01448001001_02101_00001_nrcb2_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-04-29T09:54:40.084Z NRCB2 2048 2048 0.3806673288345337 0.3563076 jw01448008001_06101_00003_nrcb2_rate.fits 008 001 NIRCAM
F150W 1.501 0.318 2022-05-06T06:02:00.603Z NRCB3 2048 2048 0.07746809 0.075931355 jw01448006001_08101_00003_nrcb3_rate.fits 006 001 NIRCAM
F150W 1.501 0.318 2022-05-02T19:32:06.141Z NRCB1 2048 2048 0.62199956 0.59602535 jw01448001001_08101_00001_nrcb1_rate.fits 001 001 NIRCAM
F115W 1.154 0.225 2022-04-29T11:56:58.573Z NRCB2 2048 2048 0.13723774254322052 0.13678706 jw01448007001_06101_00001_nrcb2_rate.fits 007 001 NIRCAM
F356W 3.568 0.781 2022-04-29T07:03:29.566Z NRCBLONG 2048 2048 0.23248799 0.23074661 jw01448002001_06101_00001_nrcblong_rate.fits 002 001 NIRCAM
F277W 2.762 0.683 2022-05-05T23:43:09.809Z NRCBLONG 2048 2048 0.1882726 0.18691841 jw01448003001_02101_00001_nrcblong_rate.fits 003 001 NIRCAM
